gene,Length,RNA.NSC.mean.tpm,RNA.siP.mean.tpm,log2FoldChange.rna,pvalue
COPG2,3134,12.326764008700835,9.500141585819529,-0.2894060781517134,2.450114468380017e-7
GTPBP1,5126,12.029820727625435,22.226810328712233,0.7924451806698838,0.613310945991112
JMJD1C,8666,0.7063102786851468,0.9062556543516643,0.22253348596554143,0.037571915037616484
AGAP2,5388,0.456096721780273,0.19595827880987607,-0.36178355981136323,0.747021306403967
ST6GALNAC5,3751,0.053880553631931664,0,-0.025676180372867372,0.16704671420642828
SIRT2,2070,70.839989212573,90.6298632792698,0.324628947789081,0.013295738370589706
COX8A,507,1648.0129015224966,1901.5864220490932,0.20355569832374423,0.6770354019829345
DOC2B,6048,0.5399922228250024,0.9166961947548843,0.3947630762758403,0.02997414813093123
RANBP17,4588,5.971168782313007,7.428070647527257,0.26652286076516074,0.017368754441656118
ZNF277,1849,3.36580087118779,3.757697173855347,0.12075653451127713,0.34232810096722244
NAA40,3664,13.766688506831132,11.436226513531565,-0.21260940734229813,9.451823021815271e-4
C1orf198,3858,16.103822796577365,25.505960671815533,0.5567014759906895,0.9955173257892729
TMEM100,1962,0.08611419342860299,0.041443990567567,-0.015488678514820041,0.11521794238735662
AGT,2291,2.1689119096711766,1.9199900076220136,-0.09194645854122882,0.3434344347020025
SERAC1,3948,2.201521757232713,2.41741445870885,0.08716046914235277,0.36055000802378734
HUS1B,1025,0.08241758414971666,0.253924149207576,0.07052007871478644,0.0021384665600701334
FAT2,14534,0.11049604963313027,0.17370310937837333,0.17769605620448026,0.6390531568825635
ZNF148,2952,2.2408439319356033,3.5907098540684834,0.4413483482772292,0.001879716106346078
GOT2,2462,185.861037219108,213.84547417104932,0.18213694890241786,0.00038309918223647003
KCNIP1,2014,0.150525786996059,0.09696726310887033,-0.019045824391762046,0.31373623211528057
KCNS2,5219,0.09363669996171874,1.7191204414164172,0.16073421438851487,0.7892338660891766
GRM8,4057,0.0208227813047719,0.039691271630914335,0.00972652420267929,0.009120714367236599
USP30,3742,5.5842557776855974,6.450604245791271,0.1551133696917564,3.028241601118474e-4
LCP2,4678,0,0.05529575095281136,0.06150368085986262,0.9424879841226035
RNF5,1168,94.3672561762117,81.9912976834887,-0.15770079001492732,0.546017634693431
TM7SF3,2709,63.39739249902436,84.75190272248447,0.3467326210929464,0.004514162140074524
ACTA1,1491,57.7104187732825,73.69555609519419,0.23771145960906287,0.268040121740801
BARX2,1813,0,0.044850032814984335,0.02199407929371799,0.9996937733168068
HIST3H2BB,2364,58.826842058414236,26.532480157921402,-0.7253231736927555,0.6314575096368527
KLC2,3015,34.00551605606787,31.530647575876866,-0.07195980264895158,0.6882406414342515
TRMU,1940,22.2932106634702,16.6488420800964,-0.3262308333352009,0.10652607698820395
NBPF14,1082,6.521892012005424,9.297975519999886,0.34435081208137724,0.49002642242103867
ARMC10,2524,28.312845424215634,29.434158705208233,0.06250442678626614,0.09643140191128337
TIRAP,2068,4.50214075746194,2.6119121199711133,-0.4443459152286654,0.6471027797929243
B3GALNT2,2015,12.620240270548967,10.872606145395105,-0.1363936727956152,0.17215207721851952
DDX42,3939,15.918897507439732,14.531402876041133,-0.09237839178376502,0.06250997606423771
AKR1B10,1590,2281.1482268458635,3367.4792988179233,0.35412266945057363,0.7137050376747859
MCM7,2957,275.65044949775705,123.94950226216919,-0.9119268197215813,0.015070356620309493
CNPY4,1502,18.018113683839164,6.319049173132552,-0.9201658302768075,0.9546973803933001
PACS1,4392,26.761663519540534,38.6383927180022,0.4518933598017663,0.8405010121243995
CD34,8246,0.4425704931703023,0.4480236667888184,0.018929185259761335,0.6896156424713903
ZRSR1,1673,0.282196642269565,0.358791921929817,0.055393740729684254,0.14936684449682985
CDON,4186,3.1461792557943866,3.0657054460544395,-0.010048976331928175,0.02035578229856479
FEN1,2296,76.03588044172777,25.502829756131632,-0.817691799590381,0.03756465094833887
CTC-487M23.8,1643,1.858106475321457,0.8672712810954204,-0.39539881267952603,0.2045865729778108
MRGPRF,2282,0,0.2986730915346847,0.2404514616214764,0.5489229925704721
MRGPRD,966,0,0.10108285088057167,0.021994079293717998,0.023122807374786784
AKR1B1,1409,1297.83682102925,1934.5201152681932,0.5016840566726013,0.5698067216172382
CPLX2,5023,1111.253854330514,519.2358327777806,-0.3320460820875787,0.3131039510461402
HYLS1,1810,9.76074246449073,8.190126376041857,-0.15433271699719434,0.33973947949331634
RBM44,3449,0.045362345216154,0.10377451055041968,0.08292789622124655,0.10106911007525131
PATE2,1657,0.19638550160376234,0.04907248611561033,-0.07175824917039739,0.6294020831319431
NDUFB9,711,421.859140389415,346.1777000909103,-0.24413305112850917,0.28622752494792
CEP95,3139,2.31824508412991,3.638500078636557,0.43922590282236385,0.0030306934295585156
RASSF8,1994,2.581446009618167,1.8961203453196933,-0.21998911913648872,0.1093771364885427
SMURF2,2918,9.939376256348199,11.62459600689123,0.20180567165593055,0.009040200082084343
KDM5B,10345,6.6448844526878474,10.908954923418342,0.5532996612832408,0.10620173738574797
PRAC2,577,0,0.14092393326441333,0.02199407929371799,0.5478668465304143
PRAC1,386,0,0.627825384715507,0.06002178822231579,0.5401201731713762
AOX1,5074,0.7612358073640856,1.3286359670267427,0.39558061414697626,0.29434182219630967
POM121C,5835,12.316233060772532,14.3049817807849,0.1801029608097686,0.8660288955211856
CHEK1,1845,11.755542128584034,12.310026521410334,0.07118928619256881,0.0010714036491402026
SKIL,3057,11.983290837689067,13.051973201789432,0.1141087421215315,0.02887074504199373
LRRC17,1963,0.036666686142157665,0.082031323997259,0.009492275968907159,0.3545918284010056
HOXB8,1823,11.5979539509056,22.69651778426423,0.760770821726893,0.9930665322077878
LRRC4C,3085,0,0.052715143918033336,0.03788425404402374,0.14041610416320519
CORO1C,2487,43.47144073933987,66.3040627936214,0.5511914236052811,0.26881450859755757
PREX2,10750,0.17207520258331133,0.17040407210226702,-0.006226248444846615,0.002076406141997144
SAC3D1,1362,34.3135696674646,34.027229499833105,-0.0020058337901127463,0.8322093053145947
GIT2,5466,5.980919235506003,6.355016508144566,0.07793165371501079,0.27084659778953096
SLC22A3,3348,89.9254010360426,91.06281572427783,0.03207106242263723,0.6297561233789708
NBPF11,4630,2.62116892819978,1.6795245953914735,-0.3827756469946812,0.01743406718096034
FAM185A,1179,7.939298016842154,9.68257212155647,0.2090092369468446,0.025350031133947685
SLC37A2,2696,0.14378225473424444,0.18583609846344099,0.035385387211953966,0.10459027522689887
EPB41L4A,4707,6.021386911365926,6.6182334692549,0.12427130298913386,0.07754086344341597
FAM19A2,4128,0.0583654923459242,0.023654562488040765,-0.04322606268088864,0.4514885289445144
CCDC15,3893,0.19522779401623533,0.17088082980351513,-0.02034826615169709,0.04906367613283308
TMEM67,4651,1.2838646696897935,2.020491824480913,0.41224791691129337,0.4491044341502659
SF3B2,2903,150.90286545019566,154.11844904076835,0.030719584543529518,0.005739094028552255
PRKCI,4950,5.103443599710711,5.618010310817854,0.12328709220983591,0.444824180337275
CNIH3,2558,0.4372879153358464,0.8255068070583356,0.29289725430903546,0.1603993453483969
ADCK3,5523,10.00908850529917,8.22561243011952,-0.22208818788241663,0.009418388609204579
PSMG3,1007,108.73046502683339,82.75128495741147,-0.30348729822126036,0.1532193642767626
PANX3,1667,0,0.058575905189341665,0.021994079293717998,0.003240079297741995
OR8A1,1146,0,0.14051264311223333,0.02199407929371799,0.3838777054020189
PECAM1,6831,0.6220069864456417,0.448174267609117,-0.20425085325910944,0.9077169254314884
OR8D1,1026,0.09849218161470534,0.09517157305129866,0.00845793111896515,0.5912862940673748
ISCU,994,125.86539185192366,160.90417969705769,0.30722208399654355,0.9944015548846692
MTERF4,1637,7.006216526584456,9.271612893750563,0.26653645173880836,0.0676924439797902
FNDC9,2125,0.047554342746676664,0,-0.009786137914727575,0.9791990830699818
RAB9B,3748,0.07204082866691734,0.042963577643174995,-0.04379902600238332,0.25113959914722
CPT1A,5232,46.78239174923653,52.674227435456636,0.15893300302722627,0.3756027161392352
ZSCAN21,2005,4.385506876592207,6.212617132898217,0.35624874330726636,0.15287021922879554
CHCHD3,1598,102.7006640724834,86.2325513210814,-0.2039010901006462,2.6927622566945875e-4
HEATR6,3932,10.85300904791881,10.57240847920721,-0.017585373714168198,0.6731019123316807
TAB1,3237,12.517723939370333,13.298242005816533,0.08112421960698385,0.980317126058201
FBXO47,2302,0.03126703079802587,0.07774072260825333,0.04467057664356238,0.28196836703077416
FAM181B,3924,1.4434128014270478,2.986576395297067,0.4573737322170298,0.9278207887681692
SLAMF1,4006,0,0.080393154771153,0.05055051408672074,0.35176106293225545
TEX35,1023,0.09878101499187468,0,-0.009786137914727575,0.3264449307543796
RP4-539M6.19,1470,72.2821467297898,43.56544678962387,-0.5398528050314273,1.4250755062201556e-8
C14orf2,707,689.7571453958448,759.2030787763797,0.14112930932339146,5.318047695607954e-4
TANGO2,2273,26.934400578935897,20.989424351436835,-0.2627784644476532,0.28132962729384714
MYBPC1,3899,0.05183533128324567,0.2361413525061065,0.1963524850062324,0.3105027851191401
TECTA,6468,0.05031088066750697,0.07746043931005533,0.048506511481362834,0.6360712365994676
CTAGE4,2588,0.039046745879709334,0,-0.009786137914727575,0.5440497298049516
LRRC14,5328,15.905097149986434,11.397597805074808,-0.3831047841135966,0.300774977605583
TRIM4,3383,21.075524651243136,26.180446469018502,0.28028491841109204,0.6927330276159486
OR2AE1,1071,0,0.07592260456915634,0.02199407929371799,0.4098645970442146
FAM181A,1072,0.2827975140019243,0,-0.050763065479052794,0.17179617697013513
FAM92A1,4241,1.3397181108940568,2.299464348641377,0.49031791743454384,3.962961165131645e-4
EVI5,7403,2.7485665531304933,3.1209934098488037,0.14523376785055753,0.03596022164139098
RNF10,3825,99.22364469007867,104.79386061805104,0.0809340505153586,0.6031417324528632
ARHGEF12,9660,9.175148001589276,8.492896151802134,-0.08207922718419566,0.6457374137402875
TRIM44,12964,5.986392810375347,4.845403614145856,-0.17072682252158525,0.04643252223387387
STARD4,803,16.94693628141,13.404302382971217,-0.18158928830425058,0.06044017771410275
CD84,8181,1.06564460245344,0.7506281015173369,-0.31618316184837864,0.008467305656173025
FZD3,13736,2.396259457746877,1.9562094113577333,-0.2345416643431283,0.8493491816592802
ACOT9,1675,62.61117876985623,105.10850807689076,0.6606130398622724,0.9109493512845478
CEACAM4,1205,0,0.13363277095985035,0.02199407929371799,0.8483885786164526
KIAA1033,5812,3.613680088489333,4.065215751439183,0.1281221702978633,1.7740571942210763e-8
SPATA20,2769,88.05102184901422,98.19922072600711,0.14799116589712155,0.005607060280914962
ZNF716,5197,0.460885694505681,0.4642240284914103,-0.013722733401821325,0.3656968836933891
UBR5,10297,4.430171962317201,5.312299753209796,0.2275145861429373,0.42339497515384816
NARS2,2519,11.661068715916999,12.146849143491968,0.05553030211670218,0.06340238839593806
MAFK,3368,149.04970970299334,142.58473088479934,-0.0321658415856523,0.003196081921443488
SNX2,2128,8.94426158416177,11.97051434022975,0.3304277890590281,0.3487312147596193
NREP,587,18.266768790481667,10.204695766564429,-0.5037974614378619,0.5694799207404501
TMEM184A,6276,9.19056453999385,12.948377848955388,0.3583956128327475,0.9271177669379533
LTBP3,4046,39.37966823326084,42.250443431681965,0.09786203301698279,0.17206802114455816
RBM12B,7269,1.6695814322462867,1.9524618703235568,0.1755308134604924,0.09691841824295705
RPL3,1442,1981.9783843102832,1504.35869542128,-0.32866222376943,0.0659399409824343
LASP1,4109,234.00767880698436,468.5927262444113,0.8491308272214015,0.47247122512579603
CEACAM7,1236,0.9566439489259709,0.9964279042967537,0.00798769401362912,0.3180862371077211
GAB2,6092,5.43050773472696,7.918256063936947,0.4650729669900144,0.003532019993630879
KIAA1683,3819,0.1083955055348829,0.21728607807920733,0.14437876471484834,0.4750037883081241
CCNJL,1848,16.293709573271833,17.452024792054498,0.08743286097045978,0.01294277568739117
LDLRAD3,3798,6.9225371866353065,10.847458523327477,0.39806076921005096,0.15204146920848777
PLP1,3132,0.425244867112863,0.9578694794872806,0.2888736552937313,0.8967620332865099
SLX4,7307,3.7183052150474,3.4778097330026934,-0.0686084487308259,0.10379670961736774
SDHAF2,2033,27.57124567134187,24.170328101040237,-0.14668603586445292,0.0046827473709772725
FAM71B,2515,0.08036022134130233,0.2587898165965383,0.1260105454763787,0.7885445879878228
FAM195B,1209,185.53348570443566,223.08658035499636,0.2023515974147854,0.20873152078775972
EHD1,3618,37.52175295409957,62.16146268006967,0.6276701138685384,0.16673653600154897
ITK,4528,0.040974161238990135,0,-0.03363700252320368,0.9997261992524517
RP11-286N22.8,580,32.2523700415543,27.191899299522003,-0.18388066186005197,0.5454337104343602
SPG7,3076,46.905278904483794,28.6916534145366,-0.4663553319030416,0.0889237883719885
ASB2,2842,0.21094068885568798,0.5140007120742197,0.3015353777387071,0.010336478691495473
SNX11,2315,44.59240146836827,46.263468462844266,0.05977307120260295,0.05151955461612743
AKAP13,9468,8.723084241790318,8.794794332470374,0.023398541051759925,0.2677762921793157
PPP1R32,1535,0.42843386619356966,0.24381186406870567,-0.06492105412033643,0.22685237634478903
SUMO2,3190,145.09349710679734,140.32651228584135,-0.029831482744022805,0.0028437097324902393
HAVCR2,2907,0.469167281470872,0.41187489192161664,-0.05332933093524837,0.08545965093621719
TOM1L2,2418,16.596433613329935,16.87791335325703,0.023781149472480168,0.7209035647661244
JUND,1863,111.85656514973213,150.279005819591,0.3866773949538423,0.08588670692844419
HN1,1605,351.42739648981734,497.085046360043,0.3991962017219646,0.618505104351898
MED7,1382,7.051402396801053,6.002529786793993,-0.12468970102259536,0.10862116722639681
PPP1R27,782,0.10802816336759534,0.10398095843167067,0.0075922856362974625,0.1123495757868998
C6orf58,1200,0.144191402694786,0.33880462288986,0.07289414540225622,1.6384213222539416e-4
TBCEL,5142,2.8876688989444066,4.008330360888194,0.3793941649351998,0.04574688269849044
PLK4,3841,0.8124164531235234,0.4642531930538747,-0.2812014291271546,0.16073758013821207
CPSF7,3524,29.225325437225802,35.0082787229996,0.22947418659120838,0.0801271263010522
OSGIN2,4266,14.605520347105168,11.553261761612783,-0.2512187914415331,0.55293833808741
CSN1S1,985,0.08576449112026367,0,-0.009786137914727561,0.002108648536072252
OR2A2,1051,0,0.3064271912590287,0.05055051408672074,0.13240259001450672
SPDYE2,1209,0,0.06725650082180833,0.02199407929371799,0.8722596986083885
C2orf15,1058,3.1417016940285603,0.630281474863512,-0.5555093471706852,0.5062527403578402
RP11-111H13.1,1947,3.6327589624536034,3.932573550451853,0.09170586132172126,0.35075389370135307
CDC42BPG,5742,2.2032563090787165,3.111415418672807,0.28004657863749793,0.01955972254723063
RP3-403A15.5,11464,0.9545426938334485,0.790824975461967,-0.17702607597140416,0.9115762335519287
TRIM29,3328,8.1199905306138,9.435917298537483,0.15289904891372164,0.027202623318771386
LYG1,1038,0.22006881844659998,0.36055029994745996,0.052350514864564754,0.975753033365956
AASS,3163,0.23591452547815797,0.14352374039156368,-0.07925630572134049,0.23298677619743813
PHC3,12666,3.0106507048075266,4.29671430304394,0.4338783969571716,0.044962776616605415
UFSP1,996,8.64844295968966,11.655164936444772,0.2446387011715389,0.8645439188166262
CTD-2501B8.1,4862,0.2004584692790997,0.2870855283172424,0.14926867897510926,0.006248079620690794
ARMC7,2126,9.107522413595754,6.26513378972556,-0.3808824061101135,0.017887489681566202
KIAA1524,4075,2.0503801357983398,1.530404294237562,-0.20266362606283284,0.3560379905492161
RARRES3,749,26.021931657709832,24.293415227289334,-0.06954884296866101,0.17009387496365172
AGXT2,2364,0.035735204633443,0,-0.009786137914727561,0.248924837195607
SRSF9,1201,255.87685897013867,267.51048330373436,0.07413633663646324,0.39816920826853885
SLC41A1,4997,14.928913931633366,13.562227847192835,-0.10932066795277659,0.602299282761856
AL021546.6,552,166.18388943767033,196.46562436220333,0.2210028732745897,0.9334586339782295
TRIAP1,1182,105.02967468430164,180.96552551036868,0.5908661242992215,0.04694512211963695
COPS5,1480,31.850033905736733,34.62569118670637,0.10918481430374208,0.47144890535739276
ALDH1L2,7547,0.8495252680278084,0.7678368023150991,-0.05440212189397578,0.2888018138988942
ADRA1B,1738,9.23222198478556,12.194287855815972,0.2780779112242366,0.01639074692132008
TONSL,4502,10.95226399746312,4.816655639318623,-0.9254139205681363,0.39360461428109256
C2CD2L,4771,2.443953873610797,2.326125270068817,-0.0458130611272035,0.8808558901456623
TCF24,2450,0.22041553130090366,0.251670126467612,0.0319186194426925,0.010224154507430017
SLC16A14,4398,0.6553682675327227,0.8259709939211276,0.16808952391669513,0.49503547047532864
MSI1,2975,0.3047818515847908,0.588951057339938,0.24264691276936817,0.9191292511575871
C1orf112,4002,4.488627836064813,3.0346156648611835,-0.39298632587588656,0.20703360209341692
LRRN3,3513,0.052812696296654506,0.09167520011763132,0.028712538187977615,0.9603169986765931
PCDHB15,4017,0.14612699001032134,0.10487919889081021,-0.06519332788448232,0.011848399988159015
PRDM4,4210,11.1258758036822,9.760670751345446,-0.13423637103058655,0.079883071778768
DUSP22,3098,13.408847127988667,7.22188720930879,-0.518844351927451,0.12451729111045405
UBLCP1,2392,4.434663939656467,6.122787583886674,0.3578467582974217,0.09737627122895805
CYP2U1,4944,2.0844517518088703,1.3891416226039064,-0.29416341704140386,0.005362341757139445
LYPLAL1,1898,12.269205919170233,12.959211344593733,0.08411825050521755,0.008983190270208732
