Gene,Length,RPF,mRNA,TE
YDL073W,984,8.63,41.06,0.210180224062348
YDL074C,700,46.7,93.37,0.500160651172754
YDL075W,113,6544.31,4109.69,1.59240964646969
YDL076C,294,38.35,44.86,0.854881854658939
YDL077C,1049,11.47,31.15,0.368218298555377
YDL078C,343,212.98,161.28,1.32056051587302
YDL080C,609,5.95,23.6,0.252118644067797
YDL081C,106,5156.17,3789.11,1.36078656993331
YDL084W,446,961.28,959.37,1.0019908898548
YDL085CA,68,306.42,161.4,1.89851301115242
YDL086W,273,147.78,142.96,1.03371572467823
YDL087C,261,19.51,26.4,0.739015151515152
YDL088C,528,33.32,55.09,0.604828462515883
YDL089W,484,18.09,34.06,0.53112155020552
YDL090C,431,22.46,33.91,0.662341492185196
YDL091C,455,14.2,24.23,0.586050350804787
YDL092W,146,207.37,140.9,1.47175301632363
YDL093W,743,30.04,46.7,0.643254817987152
YDL095W,817,227.7,321.62,0.707978359554754
YDL097C,434,248.86,212.4,1.17165725047081
YDL098C,194,29.72,37.04,0.802375809935205
YDL099W,341,87.12,56.29,1.54769941375022
YDL100C,354,484.32,439.6,1.101728844404
YDL101C,513,25.2,36.84,0.684039087947883
YDL102W,1097,33.59,40.92,0.820869990224829
YDL103C,477,109.67,85.95,1.27597440372309
YDL104C,407,6.8,8.83,0.770101925254813
YDL105W,402,9.38,16.65,0.563363363363363
YDL106C,559,25.95,27.12,0.956858407079646
YDL107W,351,13.09,19.35,0.676485788113695
YDL108W,306,34.75,34.9,0.995702005730659
YDL109C,647,1.17,13.77,0.0849673202614379
YDL110C,150,88.72,51.18,1.73348964439234
YDL111C,265,62.13,86.36,0.71943029180176
YDL112W,1436,45.18,84.21,0.536515853224083
YDL113C,640,16.6,32.53,0.510298186289579
YDL115C,353,32.05,26.63,1.20352985354863
YDL116W,726,42.48,65.08,0.652735095267363
YDL117W,885,21,54.5,0.385321100917431
YDL119C,307,18.42,18.6,0.990322580645161
YDL120W,174,114.05,118.23,0.964645183117652
YDL121C,149,145.84,168.45,0.865776194716533
YDL122W,809,48.04,97.09,0.494798640436708
YDL123W,140,33.55,27.42,1.2235594456601
YDL124W,312,329.31,274.31,1.20050308045642
YDL125C,158,624.37,421.76,1.48039169195751
YDL126C,835,862.03,771.65,1.11712563986263
YDL127W,308,25.77,36.43,0.707384024155916
YDL128W,411,95.85,115.67,0.828650471167978
YDL129W,291,11.73,18.1,0.648066298342541
YDL130W,106,4415.3,3547.21,1.24472472732091
YDL130WA,86,157,66.96,2.34468339307049
YDL132W,815,60.58,98.61,0.614339316499341
YDL133W,437,12.35,34.24,0.360689252336449
YDL135C,202,265.61,159.1,1.66945317410434
YDL138W,763,2.95,17.35,0.170028818443804
YDL139C,223,17.4,13.9,1.25179856115108
YDL140C,1733,143.84,271.49,0.529816936167078
YDL141W,690,38.52,66.76,0.576992210904733
YDL142C,283,18.89,21.91,0.862163395709722
YDL143W,528,238.02,292.03,0.815053247953977
YDL144C,356,55.45,71.61,0.774333193688032
YDL145C,1201,207.64,347.74,0.59711278541439
YDL146W,491,8.93,27.97,0.319270647121916
YDL147W,445,243.12,217.54,1.11758757010205
YDL148C,810,78.58,78.32,1.00331971399387
YDL149W,997,4.83,10.56,0.457386363636364
YDL150W,422,55.16,63.09,0.874306546203836
YDL153C,610,102.77,58.33,1.76187210697754
YDL154W,901,0.78,11.14,0.0700179533213645
YDL155W,427,29.04,58.67,0.494971876597921
YDL156W,522,16.83,22.34,0.753357206803939
YDL157C,118,251.8,215.63,1.16774103788898
YDL159W,515,16.25,24.18,0.672043010752688
YDL160C,506,344.77,239.75,1.43803962460897
YDL160CA,80,71.43,46.14,1.5481144343303
YDL161W,454,81.19,57.02,1.42388635566468
YDL164C,755,31.33,39.89,0.785409877162196
YDL165W,191,94.27,72.41,1.30189200386687
YDL166C,197,129.88,73.45,1.76827773995916
YDL167C,719,38.21,72.97,0.52363985199397
YDL168W,386,194.25,109.27,1.7777065983344
YDL170W,528,8.34,18.83,0.442910249601699
YDL171C,2145,130.36,252.34,0.51660458112071
YDL173W,295,109.44,108.11,1.01230228471002
YDL174C,587,36.58,64.64,0.565903465346535
YDL175C,344,29.25,29.04,1.00723140495868
YDL176W,708,5.71,20.37,0.280314187530682
YDL177C,170,16.43,26.34,0.623766135155657
YDL178W,530,57.82,62.96,0.918360864040661
YDL179W,304,32.57,35.78,0.910285075461151
YDL180W,547,13.08,25.1,0.521115537848606
YDL181W,85,105.04,43.43,2.41860465116279
YDL183C,320,6.88,7.69,0.894668400520156
YDL185W,1071,1075.16,1078.55,0.996856891196514
YDL189W,457,39.94,64.08,0.623283395755306
YDL190C,961,46.73,70.57,0.662179396344056
YDL192W,181,1202.67,1175.73,1.02291342400041
YDL193W,375,77.39,77.56,0.99780814853017
YDL194W,884,2.67,10.97,0.243391066545123
YDL195W,1273,174.22,225.32,0.77321143262915
YDL197C,525,4.54,27,0.168148148148148
YDL198C,300,68.53,58.4,1.17345890410959
YDL199C,687,4.02,8.02,0.501246882793017
YDL200C,188,26.26,33.77,0.777613266212615
YDL201W,286,128.79,111.51,1.15496368038741
YDL202W,249,68.33,58.31,1.17184016463728
YDL203C,623,15.09,33.1,0.455891238670695
YDL204W,393,2.89,15.03,0.192282102461743
YDL205C,327,77.23,99.63,0.775168122051591
YDL206W,762,2.54,13.76,0.184593023255814
YDL207W,538,22.28,34.3,0.649562682215744
YDL208W,156,568.87,390.57,1.45651227692859
YDL209C,339,14.16,18.73,0.756006406833956
YDL211C,372,5.23,11.64,0.449312714776632
YDL212W,210,260.83,280.06,0.931336142255231
YDL213C,225,154.26,96.9,1.59195046439628
YDL215C,1092,29.87,47.05,0.634856535600425
YDL216C,440,7.57,12.53,0.60415003990423
YDL217C,207,59.19,45.89,1.28982349095664
YDL219W,150,153.51,121.4,1.26449752883031
YDL220C,924,5.93,17.84,0.332399103139013
YDL223C,1046,2.71,14.73,0.18397827562797
YDL224C,649,34.58,50.81,0.680574690021649
YDL225W,551,85.3,68.95,1.23712835387962
YDL226C,352,230.45,193.78,1.18923521519249
YDL227C,586,91.79,97.76,0.938932078559738
YDL230W,335,23.02,27.91,0.824793980652096
YDL231C,1125,1.04,29.88,0.034805890227577
YDL232W,36,232.35,191.39,1.21401327133079
YDL233W,458,15.69,20.85,0.752517985611511
YDL234C,746,15.18,21.57,0.703755215577191
YDL235C,167,158.41,159.43,0.993602207865521
YDL236W,312,172.94,122.56,1.41106396866841
YDL237W,390,71.73,111.43,0.643722516377995
YDL238C,489,5.71,22.65,0.252097130242826
YDL240W,1017,11.13,31.65,0.351658767772512
YDL241W,123,41.93,30.81,1.3609217786433
YDR001C,751,66.27,89.91,0.73707040373707
YDR002W,201,1460.05,885.87,1.64815379231716
YDR003W,210,47.2,49.68,0.950080515297907
YDR004W,460,8.2,23.64,0.346869712351946
YDR005C,395,30.59,43.73,0.699519780471073
YDR006C,901,18.96,39.33,0.482074752097635
YDR007W,224,52.03,75.14,0.692440777215864
YDR009W,520,2.32,3.5,0.662857142857143
YDR011W,1501,110.95,254.14,0.436570394270874
YDR013W,208,31.74,43.54,0.728984841525034
YDR014W,647,6.37,15.75,0.404444444444444
YDR016C,94,81.68,76.96,1.06133056133056
YDR017C,1050,25.92,56.01,0.462774504552758
YDR019C,400,153.78,167.82,0.916338934572757
YDR020C,232,25.61,32.24,0.794354838709677
YDR021W,399,23.29,25.9,0.899227799227799
YDR022C,196,15.04,25.61,0.587270597422882
YDR023W,462,940.31,762.2,1.23367882445552
YDR026C,570,11.97,39.2,0.305357142857143
YDR027C,889,16.78,36.98,0.453758788534343
YDR028C,1014,53.52,108.48,0.493362831858407
YDR030C,506,4.3,8.07,0.532837670384139
YDR031W,121,47.66,30.51,1.56211078334972
YDR032C,198,634.52,327.85,1.93539728534391
YDR033W,320,1284.27,1134.1,1.13241336742792
YDR034C,790,16.13,38.38,0.420270974465868
YDR035W,370,197.37,177.17,1.11401478805667
YDR036C,500,49.33,62.7,0.786762360446571
YDR037W,591,871.72,738.14,1.18096837998212
YDR041W,203,64.44,62.31,1.03418391911411
YDR043C,231,18.74,15.34,1.22164276401565
YDR044W,328,111.09,90.78,1.22372769332452
YDR045C,110,117.45,73.82,1.59103224058521
YDR046C,604,82.31,124.91,0.658954447201985
YDR047W,362,76.26,92.86,0.821236269653241
YDR049W,632,25.86,32.55,0.794470046082949
YDR050C,248,10133.02,6891.72,1.47031800479416
YDR051C,334,68.42,58.5,1.16957264957265
YDR052C,704,20.85,40.76,0.51153091265947
YDR054C,295,123.23,106.44,1.15774145058249
YDR055W,444,169.9,111.07,1.52966597641127
YDR056C,205,152.46,121.96,1.25008199409643
YDR057W,542,27.05,28.15,0.960923623445826
YDR058C,326,8.29,14.34,0.578103207810321
YDR059C,148,29.86,28.27,1.05624336752741
YDR060W,1025,104.47,157.82,0.66195665948549
YDR061W,539,26.23,46.48,0.564328743545611
YDR062W,561,111.44,187.82,0.593334043232883
YDR063W,149,142.23,112.3,1.26651825467498
YDR064W,151,7616.16,4929.34,1.54506688522196
YDR065W,365,7.35,19.28,0.381224066390041
YDR066C,196,12.73,12.3,1.0349593495935001
YDR067C,224,17.61,32.74,0.53787416004887
YDR068W,310,62.64,57.95,1.0809318377912
YDR069C,926,8.75,22.48,0.38923487544484
YDR071C,191,462.73,286.02,1.61782392839662
YDR072C,527,38.76,63.69,0.608572774375883
YDR073W,169,25,65.23,0.383259236547601
YDR074W,896,103.19,115.62,0.892492648330739
YDR075W,308,34.04,36.75,0.926258503401361
YDR076W,406,4.68,13.82,0.338639652677279
YDR078C,223,5.29,20.52,0.257797270955166
YDR079CA,72,92.6,47.85,1.93521421107628
YDR079W,111,63.1,38.13,1.65486493574613
YDR080W,992,16.56,25.9,0.639382239382239
YDR081C,925,18.54,31.76,0.583753148614609
YDR082W,494,1.98,17.73,0.111675126903553
YDR084C,199,86.05,75.43,1.14079278801538
YDR085C,620,3.86,10.95,0.352511415525114
YDR086C,80,1319.06,896.33,1.47162317450046
YDR087C,278,135.34,99.67,1.35788100732417
YDR088C,382,22.49,22.68,0.991622574955908
YDR089W,869,32.14,53.18,0.604362542309139
YDR090C,310,23.43,31.75,0.737952755905512
YDR091C,608,192.74,217.58,0.885835095137421
YDR092W,153,251.75,142.18,1.77064284709523
YDR093W,1612,29.44,85.61,0.343885060156524
YDR096W,894,12.07,22.19,0.54393871113114
YDR097C,1242,35.31,52.03,0.678646934460888
YDR098C,285,271.6,168.71,1.60986307865568
YDR100W,143,156.13,113.57,1.37474685216166
YDR101C,593,106.19,127.81,0.830842657069087
YDR103W,917,17.35,34.78,0.498849913743531
YDR104C,1245,3.87,13.08,0.295871559633028
YDR105C,473,29.81,51.92,0.574152542372881
YDR107C,672,18.13,30.76,0.589401820546164
YDR108W,698,12.35,25.95,0.475915221579961
YDR109C,715,9.15,21.34,0.428772258669166
YDR110W,566,21.59,34.95,0.617739628040057
YDR111C,507,15.03,29.61,0.507598784194529
YDR113C,373,40.42,26.26,1.53922315308454
YDR115W,105,111.07,85.78,1.29482396829098
YDR116C,285,55.06,48.87,1.12666257417639
YDR117C,565,48.56,53.05,0.915362865221489
YDR118W,652,10.1,19.85,0.508816120906801
YDR119W,768,82.09,127.01,0.64632706086135
YDR120C,570,88.17,119.93,0.735178854331693
YDR121W,196,70.18,57,1.23122807017544
YDR122W,1064,27.2,60.78,0.447515630141494
YDR123C,304,13.92,15.7,0.886624203821656
YDR125C,453,2.93,7.71,0.380025940337224
YDR126W,336,4.45,8.79,0.506257110352674
YDR127W,1588,141.05,208.42,0.676758468477114
YDR128W,1148,9.75,40.17,0.242718446601942
YDR129C,642,359.96,278.96,1.29036420992257
YDR130C,291,23.62,29.43,0.802582398912674
YDR131C,556,7.05,13.1,0.538167938931298
YDR132C,495,8.25,13.42,0.614754098360656
YDR135C,1515,64.19,152.62,0.420587079019788
YDR137W,663,14.33,32.66,0.438763012859767
YDR138W,752,18.47,41.89,0.440916686560038
YDR139C,77,206.4,149.56,1.38004814121423
YDR140W,221,43.77,62.13,0.704490584258812
YDR141C,1698,27.58,63.5,0.434330708661417
YDR142C,375,11.71,17.59,0.665719158612848
YDR143C,610,30.72,51.15,0.60058651026393
YDR144C,596,80.25,123.37,0.650482289049202
YDR145W,539,62.47,76.43,0.817349208426011
YDR146C,709,46.13,52.41,0.880175539019271
YDR147W,534,21.86,36.4,0.600549450549451
YDR148C,463,146.23,120.11,1.21746732162185
YDR151C,325,49.46,49.06,1.00815328169588
YDR152W,265,122.66,125.92,0.974110546378653
YDR153C,411,72.17,53.77,1.34219825181328
YDR155C,162,6172.03,3596.96,1.71590176148748
YDR156W,137,170.44,107.77,1.58151619189014
YDR158W,365,797.39,488.51,1.6322900247692
YDR159W,1301,9.01,35.03,0.257208107336569
YDR160W,852,3.02,17.96,0.16815144766147
YDR161W,387,93.85,101.61,0.923629564019289
YDR162C,236,57.98,27.74,2.0901225666907
YDR163W,175,51.57,22.78,2.26382791922739
YDR164C,724,24.88,42.69,0.582806277816819
YDR165W,444,93.82,117.61,0.797721282203894
YDR166C,971,20.81,37.15,0.560161507402423
YDR167W,206,110.93,64.51,1.71957835994419
YDR168W,506,194.5,153.38,1.26809231972878
YDR169C,513,24.88,29.93,0.831272970263949
YDR171W,375,61.77,47.77,1.29307096504082
YDR172W,685,434.96,357.44,1.21687555953447
YDR173C,355,19.67,28.42,0.692118226600985
YDR174W,246,248.76,282.69,0.87997453040433
YDR175C,319,52.99,43.04,1.23118029739777
YDR176W,702,19.92,47.81,0.416649236561389
YDR177W,215,267.6,153.37,1.74480015648432
YDR178W,181,96.79,54.11,1.78876362964332
YDR179C,162,22.92,32.51,0.705013841894802
YDR179WA,463,6.52,21.58,0.302131603336423
YDR180W,1493,10.06,28.98,0.347135955831608
YDR181C,481,13.51,24.25,0.557113402061856
YDR182W,491,60.07,75.58,0.79478698068272
YDR183W,230,34.79,29.74,1.16980497646268
YDR184C,294,32.95,46.03,0.71583749728438
YDR185C,179,7.71,7.42,1.03908355795148
YDR186C,877,24.14,61.67,0.391438300632398
YDR188W,546,332.44,331.26,1.00356215661414
YDR189W,666,71.64,84.24,0.850427350427351
YDR190C,463,217.13,181.13,1.19875227736984
YDR191W,370,11.35,12.37,0.917542441390461
YDR192C,430,33.16,27.81,1.19237684286228
YDR194C,664,73.67,160.54,0.458888750467173
YDR195W,533,25.69,27.89,0.921118680530656
YDR196C,241,47.18,52.69,0.89542607705447
YDR197W,389,11.31,23.15,0.488552915766739
YDR198C,479,13.16,21.17,0.621634388285309
YDR200C,604,11.86,27.87,0.425547183351274
YDR201W,165,45.67,43.25,1.05595375722543
YDR202C,351,20.53,37.72,0.544273594909862
YDR204W,335,41.39,58.91,0.702597182142251
YDR205W,724,16.67,29.16,0.571673525377229
YDR206W,884,16.31,60.74,0.268521567336187
YDR207C,836,17.65,27.85,0.633752244165171
YDR208W,779,33.85,68.99,0.49065081895927
YDR210W,75,497.42,253.95,1.9587320338649299
YDR211W,712,95.33,154.35,0.617622287010042
YDR212W,559,313.77,341.07,0.919957779927874
YDR213W,913,16.9,31.59,0.534979423868313
YDR214W,350,271.69,218.66,1.2425226378853
YDR216W,1323,6.53,17.63,0.370391378332388
YDR217C,1309,16.16,35.91,0.450013923698134
YDR219C,465,24.27,34.61,0.701242415486854
YDR221W,702,35.57,59.03,0.602574961883788
YDR222W,415,25.23,28.7,0.879094076655052
YDR224C,131,2117.32,906.16,2.33658515052529
YDR226W,222,1963.77,1347.21,1.45765693544436
YDR227W,1358,10.59,27.04,0.39164201183432
YDR228C,626,21.99,37.19,0.591287980639957
YDR229W,453,29.43,32.81,0.89698262724779
YDR231C,205,40.36,45.13,0.894305340128518
YDR232W,548,127.11,173.24,0.733722004156084
YDR233C,295,559.86,467.46,1.19766397124888
YDR234W,693,63.18,91.54,0.690190080838977
YDR235W,544,15.03,36.64,0.410207423580786
YDR236C,218,26.6,37.7,0.705570291777188
YDR237W,292,49.06,56.8,0.863732394366197
YDR238C,973,195.79,252.55,0.775252425262324
YDR239C,787,17.27,29.89,0.577785212445634
YDR240C,492,19.88,27.21,0.730613744946711
YDR243C,588,16.61,26.28,0.632039573820396
YDR244W,612,26.87,36.11,0.744115203544724
YDR245W,393,100.75,147.27,0.684117607116181
YDR246W,219,41.21,29.89,1.37872198059552
YDR247W,461,11.37,19.32,0.588509316770186
YDR248C,193,47.57,64.01,0.743165130448367
YDR249C,373,5.89,15.7,0.37515923566879
YDR251W,830,33,71.98,0.458460683523201
YDR252W,149,28.05,18.17,1.54375343973583
YDR253C,191,6.55,8.25,0.793939393939394
YDR254W,458,9.75,20.42,0.477473065621939
YDR255C,421,9.53,25.48,0.374018838304553
YDR257C,494,31.42,51.91,0.605278366403391
YDR258C,811,78.12,88.17,0.886015651582171
YDR259C,383,2.88,9.89,0.291203235591507
YDR260C,170,41.62,32.71,1.27239376337511
YDR261C,562,52.99,87.4,0.60629290617849
YDR262W,272,55.76,81.42,0.684844018668632
YDR264C,764,84.46,169.93,0.497028188077444
YDR265W,337,8.5,24.53,0.34651447207501
YDR266C,639,49.28,69.24,0.711727325245523
YDR267C,330,42.35,29.23,1.44885391720835
YDR268W,379,21.4,31.04,0.689432989690722
YDR270W,1004,20.77,34.8,0.59683908045977
YDR272W,274,169.83,101.66,1.67056856187291
YDR273W,365,2.73,5.26,0.519011406844107
YDR275W,235,4.16,41.68,0.0998080614203455
YDR276C,55,1211.82,670.22,1.80809286502939
YDR277C,433,8.35,12.16,0.686677631578947
YDR279W,350,23.97,33.89,0.707288285629979
YDR280W,305,81.68,64.38,1.26871699285492
YDR281C,104,70.71,65.78,1.0749467923381
YDR282C,414,11.74,17.71,0.662902315076228
YDR283C,1659,13.24,45.95,0.288139281828074
YDR284C,289,67.14,69.99,0.959279897128161
YDR285W,875,1.84,6.92,0.265895953757225
YDR286C,114,47.74,55.69,0.857245465972347
YDR287W,292,35.3,38.26,0.922634605331939
YDR288W,303,17.75,39.47,0.449708639473017
YDR289C,409,43.33,36.94,1.17298321602599
YDR291W,1077,8.86,32.22,0.274984481688392
YDR292C,621,60.2,87.1,0.691159586681975
YDR293C,1250,67.82,133.51,0.507976930566999
YDR294C,589,63.61,96.51,0.659102683659724
YDR295C,674,20.93,31.62,0.661922833649589
YDR296W,226,79.67,73.61,1.08232577095503
YDR297W,349,117.81,140.03,0.841319717203456
YDR298C,212,220.44,173.88,1.26777087646653
YDR299W,534,77.01,62.12,1.23969735994849
YDR300C,428,109.37,120.85,0.905006206040546
YDR301W,1357,19.86,48.42,0.410161090458488
YDR302W,219,61.36,48.99,1.25250051030823
YDR303C,885,32.3,69.62,0.463947141625969
YDR304C,225,517,367.25,1.40776038121171
YDR305C,217,36.93,42.86,0.861642557162856
YDR306C,478,14.64,30.37,0.482054659203161
YDR307W,662,30.33,41.19,0.736343772760379
YDR308C,140,86.96,73.82,1.17800054185857
YDR309C,383,97.39,65.15,1.49485801995395
YDR310C,1062,22.32,61.5,0.362926829268293
YDR311W,642,26.97,38.87,0.69385129920247
YDR313C,286,12.3,28.39,0.433251144769285
YDR314C,692,3.35,17.57,0.190665907797382
YDR315C,281,4.98,13.84,0.359826589595376
YDR316W,471,14.49,22.67,0.639170710189678
YDR317W,414,5.1,6.06,0.841584158415842
YDR318W,368,9.6,15.38,0.624187256176853
YDR319C,274,19.96,26.4,0.756060606060606
YDR320C,668,33.93,40.37,0.840475600693584
YDR320CA,72,118.24,117.57,1.0056987326699
YDR321W,381,358.17,315.96,1.13359285985568
YDR322CA,96,205.64,73.31,2.80507434183604
YDR322W,367,47.24,47.2,1.00084745762712
YDR323C,515,5.55,14.24,0.389747191011236
YDR324C,776,69.94,80.8,0.865594059405941
YDR325W,1035,15.05,37.76,0.398569915254237
YDR326C,1438,22.85,72.83,0.313744336125223
YDR328C,194,320.48,209.29,1.53127239715228
YDR329C,441,30.59,42.52,0.719426152398871
YDR330W,500,30.56,31.01,0.985488552079974
YDR331W,411,57.51,66.82,0.860670457946723
YDR332W,689,3.51,16.21,0.216533004318322
YDR333C,723,32.7,52.41,0.623926731539783
YDR334W,1514,9.36,50.35,0.185898709036743
YDR335W,1224,41.66,83.67,0.497908449862555
YDR336W,314,8.23,24.14,0.34092792046396
YDR337W,286,65.13,56.79,1.14685684099313
YDR338C,695,9.03,18.13,0.498069498069498
YDR339C,189,116.83,96.87,1.2060493444823
YDR341C,607,417.15,407.02,1.02488821188148
YDR346C,481,193.46,223.16,0.866911632909124
YDR347W,321,54.72,100.42,0.544911372236606
YDR348C,499,60.8,59.77,1.01723272544755
YDR349C,596,28.17,71.26,0.395312938534942
YDR350C,684,4.06,19.93,0.203712995484195
YDR351W,864,20.92,39.08,0.535312180143296
YDR352W,317,36.93,45.49,0.81182677511541
YDR353W,319,866.77,523.01,1.65727232748896
YDR354W,380,59.04,74.99,0.787304973996533
YDR356W,944,26.08,38.11,0.68433482025715
YDR357C,122,47.58,77.86,0.611096840482918
YDR358W,557,30.3,26.15,1.15869980879541
YDR359C,982,11.23,43.55,0.257864523536165
YDR361C,283,145.93,117.04,1.24683868762816
YDR362C,672,14.31,28.71,0.498432601880878
YDR363W,456,13,26.44,0.491679273827534
YDR363WA,89,553.92,311.88,1.77606771835321
YDR364C,455,14.23,35.8,0.397486033519553
YDR365C,628,84.8,129.78,0.653413468947449
YDR367W,221,58.08,88.19,0.658578070075972
YDR368W,312,260.66,176.35,1.47808335696059
YDR369C,854,7.59,14.75,0.514576271186441
YDR370C,442,12.9,36.3,0.355371900826446
YDR371W,511,14.97,29.09,0.514609831557236
YDR372C,345,114.05,147.79,0.771703092225455
YDR373W,190,124.33,118.89,1.04575658171419
YDR374WA,89,65.96,71.89,0.917512866879955
YDR375C,456,16.85,32.59,0.517029763731206
YDR376W,493,27.1,43.33,0.625432725594277
YDR377W,101,296.56,202.22,1.46652161012758
YDR378C,86,275.59,230.05,1.19795696587698
YDR379CA,79,37.56,22.43,1.67454302273741
YDR379W,1009,10.75,22.92,0.469022687609075
YDR380W,635,29.32,33.64,0.871581450653983
YDR381CA,114,34.33,33.67,1.01960201960202
YDR381W,226,982.29,614.1,1.59956033219345
YDR382W,110,6534.78,4713.92,1.3862729957233
YDR383C,238,15.57,21.92,0.710310218978102
YDR384C,275,221.8,125.1,1.77298161470823
YDR386W,632,7.12,13.39,0.531740104555638
YDR387C,555,5.17,21.55,0.239907192575406
YDR388W,482,207.72,229.53,0.904979741210299
YDR389W,654,26.3,63.29,0.415547479854637
YDR390C,636,36.25,52.85,0.685903500473037
YDR391C,232,29.35,38.18,0.768727082242012
YDR392W,337,35.26,29.35,1.20136286201022
YDR393W,456,11.51,29.57,0.389245857287792
YDR394W,428,201.23,183.29,1.09787768017895
YDR395W,944,120.63,157.45,0.766147983486821
YDR397C,146,132.95,138.88,0.957301267281106
YDR398W,643,73.79,81.9,0.900976800976801
YDR399W,221,420.2,360.54,1.16547401120541
YDR400W,340,51.01,65.14,0.783082591341726
YDR404C,171,122.76,117.71,1.04290204740464
YDR405W,263,48.06,39.11,1.22884172845819
YDR406W,1529,9.1,28.26,0.322009907997169
YDR407C,1289,12.9,49.41,0.261080752884032
YDR408C,214,150.71,138.68,1.0867464666859
YDR410C,239,39.85,61.57,0.647230794217963
YDR411C,341,47.65,56.14,0.848770929818311
YDR412W,235,120.68,60.31,2.00099485989057
YDR414C,362,17.29,34.53,0.500724008108891
YDR415C,374,45.32,32.5,1.39446153846154
YDR416W,859,13.68,26.47,0.51681148469966
YDR419W,632,10.12,20.09,0.503733200597312
YDR421W,950,7.35,32.17,0.228473733291887
YDR422C,815,22.3,49.94,0.446535843011614
YDR423C,409,27.9,44.52,0.626684636118598
YDR424C,92,215.5,135.34,1.59228609428107
YDR425W,625,13.2,16.77,0.787119856887299
YDR427W,393,146,156.91,0.930469696004079
