Gene,Length,RPF,mRNA,TE,FEcap,uATG,utr,gc
YBR230WA,66,65.67,27.59,2.3802102210946,NA,FALSE,NA,NA
YBR231C,303,23.26,20.79,1.11880711880712,-8.7,TRUE,58,0.396551724137931
YBR233W,413,28.52,21.93,1.30050159598723,NA,FALSE,NA,NA
YBR233WA,94,69,52.88,1.30484114977307,NA,FALSE,NA,NA
YBR234C,384,196.65,181.74,1.08204027731925,-6.1,TRUE,47,0.382978723404255
YBR235W,1120,11.45,37.44,0.30582264957265,-13.2,TRUE,82,0.365853658536585
YBR236C,436,44.25,58.47,0.756798358132376,-4.9,TRUE,39,0.41025641025641
YBR237W,849,7.1,23.54,0.30161427357689,NA,FALSE,NA,NA
YBR238C,731,18.36,37.43,0.490515629174459,-8.5,TRUE,3,0.666666666666667
YBR239C,529,5.63,13.86,0.406204906204906,NA,FALSE,NA,NA
YBR241C,488,16.05,22.39,0.716837874050916,NA,FALSE,NA,NA
YBR242W,238,57.74,56.25,1.02648888888889,-8.8,TRUE,160,0.375
YBR243C,448,49.08,72.72,0.674917491749175,-10.7,TRUE,33,0.393939393939394
YBR244W,162,221.45,150.38,1.47260273972603,NA,FALSE,NA,NA
YBR245C,1129,64.57,82.61,0.781624500665779,NA,FALSE,NA,NA
YBR246W,387,25.43,46.04,0.552345786272806,NA,FALSE,NA,NA
YBR247C,483,97.6,82.53,1.18260026656973,-5.3,TRUE,25,0.36
YBR248C,552,107.73,80.96,1.33065711462451,NA,FALSE,NA,NA
YBR249C,370,598.74,457.57,1.30852110059663,NA,FALSE,NA,NA
YBR251W,307,56.45,49.54,1.13948324586193,NA,FALSE,NA,NA
YBR252W,147,264.76,186.48,1.41977691977692,-8.1,TRUE,19,0.263157894736842
YBR253W,121,43.91,72.81,0.603076500480703,NA,FALSE,NA,NA
YBR254C,175,65.2,63.84,1.02130325814536,-15.9,TRUE,15,0.333333333333333
YBR255CA,120,26.46,26.66,0.992498124531133,-7.9,TRUE,25,0.36
YBR255W,694,8.47,19.5,0.434358974358974,NA,FALSE,NA,NA
YBR256C,238,73.18,116.83,0.626380210562356,-11.8,TRUE,9,0.555555555555556
YBR257W,279,30.12,29.28,1.02868852459016,-7.7,TRUE,32,0.40625
YBR258C,142,26.14,15.25,1.71409836065574,-3.6,TRUE,34,0.382352941176471
YBR259W,688,3.66,18.74,0.195304162219851,-11.9,TRUE,50,0.42
YBR260C,666,26.4,45.08,0.585625554569654,-13.4,TRUE,10,0.5
YBR261C,232,131.96,117.1,1.1269000853971,NA,FALSE,NA,NA
YBR262C,106,69.25,89.61,0.772793215042964,-9.2,TRUE,45,0.377777777777778
YBR263W,490,321.81,355.05,0.906379383185467,-7.4,TRUE,41,0.390243902439024
YBR264C,199,52.78,50.95,1.03591756624141,-9.5,TRUE,26,0.384615384615385
YBR265W,320,64.71,72.44,0.893290999447819,NA,FALSE,NA,NA
YBR267W,393,84.06,68.12,1.23399882560188,-13.5,TRUE,10,0.5
YBR268W,105,145.62,96.56,1.50807787903894,-16.9,TRUE,15,0.333333333333333
YBR269C,138,143.99,90.23,1.59581070597362,-8.9,TRUE,22,0.363636363636364
YBR271W,419,23.32,35.47,0.657457005920496,-12,TRUE,18,0.277777777777778
YBR272C,480,31.76,40.5,0.784197530864198,-7.3,TRUE,28,0.392857142857143
YBR273C,436,60.21,53.96,1.11582653817643,-10.8,TRUE,32,0.40625
YBR274W,527,11.8,31.1,0.379421221864952,-13,TRUE,34,0.382352941176471
YBR275C,1916,11.89,34.81,0.341568514794599,-7.9,TRUE,115,0.347826086956522
YBR276C,807,7.26,63,0.115238095238095,-3,TRUE,96,0.364583333333333
YBR278W,201,30.07,37.71,0.797401219835587,NA,FALSE,NA,NA
YBR279W,445,71.63,77.53,0.923900425641687,-7.5,TRUE,46,0.391304347826087
YBR280C,637,9.59,14.37,0.667362560890745,NA,FALSE,NA,NA
YBR281C,878,31.4,45.52,0.689806678383128,NA,FALSE,NA,NA
YBR282W,146,114.8,84.61,1.35681361541189,-9.2,TRUE,48,0.395833333333333
YBR283C,490,277.58,323.92,0.856939985181526,NA,FALSE,NA,NA
YBR284W,797,1.14,4.57,0.24945295404814,-12,TRUE,13,0.384615384615385
YBR286W,537,702.53,744.19,0.94401967239549,NA,FALSE,NA,NA
YBR287W,427,58.31,100.62,0.579507056251242,-7.3,TRUE,34,0.382352941176471
YBR288C,483,44.33,64.6,0.686222910216718,-4.9,TRUE,42,0.380952380952381
YBR289W,905,22.67,31.81,0.712668972021377,NA,FALSE,NA,NA
YBR290W,321,50.92,42.01,1.21209235896215,NA,FALSE,NA,NA
YBR291C,299,15.39,24.69,0.623329283110571,-5.5,TRUE,37,0.405405405405405
YBR293W,474,2.84,19.31,0.147074054893837,-10.4,TRUE,1046,0.405353728489484
YBR295W,1216,1.98,16.96,0.116745283018868,-11,TRUE,41,0.390243902439024
YBR296C,574,9.63,11.49,0.838120104438642,NA,FALSE,NA,NA
YCL001W,188,204.75,179.06,1.14347146207975,-9.1,TRUE,20,0.3
YCL002C,263,11.63,49.78,0.233627963037364,-23.6,TRUE,38,0.394736842105263
YCL004W,521,4.25,15.49,0.274370561652679,-7.3,TRUE,79,0.367088607594937
YCL005W,256,15.87,32.49,0.488457987072945,-10.7,TRUE,47,0.382978723404255
YCL005WA,73,563.77,359.34,1.56890410196471,NA,FALSE,NA,NA
YCL008C,385,17.33,32.34,0.53586889301175,-18,TRUE,12,0.416666666666667
YCL009C,309,448.98,500.59,0.896901656045866,NA,FALSE,NA,NA
YCL010C,259,33.9,69.36,0.488754325259516,-12.3,TRUE,21,0.333333333333333
YCL011C,427,119.75,177.04,0.676400813375508,NA,FALSE,NA,NA
YCL012C,134,35.83,38.2,0.937958115183246,NA,FALSE,NA,NA
YCL014W,1636,22.19,51.98,0.426894959599846,-9.4,TRUE,104,0.336538461538462
YCL016C,380,17.78,19.43,0.915079773546063,NA,FALSE,NA,NA
YCL017C,497,134.14,144.18,0.930364821750589,-4.7,TRUE,30,0.4
YCL024W,1037,8.5,26.34,0.322703113135915,NA,FALSE,NA,NA
YCL025C,633,26.4,32.58,0.810313075506446,-8.2,TRUE,32,0.40625
YCL026CB,193,25.61,13.26,1.93137254901961,NA,FALSE,NA,NA
YCL027W,512,13.72,17.49,0.784448256146369,NA,FALSE,NA,NA
YCL028W,405,289.57,150.81,1.92009813672833,-10.3,TRUE,33,0.393939393939394
YCL029C,440,28.08,33.44,0.839712918660287,-13.4,TRUE,51,0.411764705882353
YCL030C,799,298.2,317.71,0.938591797551226,NA,FALSE,NA,NA
YCL031C,297,101.07,121.8,0.829802955665025,-7.4,TRUE,52,0.423076923076923
YCL032W,346,20.8,27.59,0.753896339253353,NA,FALSE,NA,NA
YCL033C,168,95.72,71.19,1.34457086669476,NA,FALSE,NA,NA
YCL034W,354,80.93,91.48,0.884674245736773,-7.3,TRUE,30,0.4
YCL035C,110,589.18,255.92,2.30220381369178,NA,FALSE,NA,NA
YCL036W,566,12.42,29.74,0.417619367854741,NA,FALSE,NA,NA
YCL037C,434,464.27,289.73,1.60242294550098,-6.3,TRUE,68,0.382352941176471
YCL038C,528,15.47,27.22,0.568332108743571,NA,FALSE,NA,NA
YCL039W,745,12.68,20.35,0.623095823095823,-5.7,TRUE,29,0.379310344827586
YCL043C,522,1018.44,937.45,1.08639394101019,-6.8,TRUE,38,0.394736842105263
YCL044C,417,30.19,25.73,1.17333851535173,NA,FALSE,NA,NA
YCL045C,760,149.68,183.91,0.813876352563754,NA,FALSE,NA,NA
YCL047C,258,39.53,38.15,1.03617300131062,-7.8,TRUE,21,0.333333333333333
YCL049C,312,20.35,23.82,0.854324097397145,NA,FALSE,NA,NA
YCL050C,321,428.59,224.61,1.90815190775121,-1.4,TRUE,63,0.412698412698413
YCL051W,583,13.06,27.6,0.473188405797101,NA,FALSE,NA,NA
YCL052C,416,28.36,43.65,0.64971363115693,NA,FALSE,NA,NA
YCL054W,841,90.99,92.75,0.981024258760108,NA,FALSE,NA,NA
YCL055W,335,46.49,41.87,1.11034153331741,NA,FALSE,NA,NA
YCL056C,144,7.42,16.75,0.442985074626866,NA,FALSE,NA,NA
YCL057CA,97,368.91,180.62,2.04246484331746,-3.8,TRUE,27,0.37037037037037
YCL057W,712,97.89,144.67,0.676643395313472,-12.2,TRUE,4,0.75
YCL058WA,113,78.21,20.91,3.7403156384505,-6.1,TRUE,23,0.347826086956522
YCL059C,316,185.1,164.62,1.12440772688616,-7.2,TRUE,26,0.384615384615385
YCL061C,1096,16.87,33.27,0.507063420498948,NA,FALSE,NA,NA
YCL063W,423,20.89,36.42,0.573585941790225,-8.1,TRUE,17,0.294117647058824
YCL064C,360,586.41,406.85,1.44134201794273,-6.3,TRUE,20,0.3
YCR002C,322,142,118.15,1.20186203977994,NA,FALSE,NA,NA
YCR003W,183,57.82,43.03,1.34371368812456,-7.2,TRUE,23,0.347826086956522
YCR004C,247,384.52,257.43,1.49368760439731,NA,FALSE,NA,NA
YCR005C,460,90.61,109.34,0.82869946954454,NA,FALSE,NA,NA
YCR007C,239,4.66,12.97,0.35929067077872,NA,FALSE,NA,NA
YCR008W,603,29.34,113.12,0.259370579915134,NA,FALSE,NA,NA
YCR009C,265,222.2,191.66,1.15934467285819,-3.4,TRUE,62,0.403225806451613
YCR011C,1049,68.79,106.73,0.644523564133796,-5.3,TRUE,129,0.348837209302326
YCR012W,416,14239.95,10868.99,1.31014473285926,NA,FALSE,NA,NA
YCR015C,317,14.92,23.91,0.62400669176077,NA,FALSE,NA,NA
YCR016W,290,82.82,60.76,1.36306780776827,NA,FALSE,NA,NA
YCR017C,953,59.32,133.44,0.444544364508393,-11.8,TRUE,30,0.4
YCR018C,221,26.91,47.88,0.56203007518797,NA,FALSE,NA,NA
YCR019W,363,14.12,24,0.588333333333333,-4.1,TRUE,116,0.353448275862069
YCR020CA,88,86.14,83.89,1.02682083681011,NA,FALSE,NA,NA
YCR020WB,78,85.39,50.48,1.69156101426307,NA,FALSE,NA,NA
YCR021C,332,5.56,7.12,0.780898876404494,NA,FALSE,NA,NA
YCR023C,611,11.99,42.37,0.282983242860515,-4.9,TRUE,63,0.412698412698413
YCR024C,492,8.11,13.5,0.600740740740741,-11.2,TRUE,20,0.3
YCR024CA,40,4552.35,2244.21,2.0284866389509,NA,FALSE,NA,NA
YCR024CB,88,0.59,1026.81,0.000574595105228815,NA,FALSE,NA,NA
YCR026C,742,22.42,38.14,0.587834294703723,-7.7,TRUE,69,0.376811594202899
YCR027C,209,24.83,31.08,0.798906048906049,NA,FALSE,NA,NA
YCR028C,512,24.93,41.14,0.605979581915411,-11.1,TRUE,100,0.35
YCR028CA,135,717.69,322.63,2.22449865170629,NA,FALSE,NA,NA
YCR030C,870,42.36,52.33,0.809478310720428,-8.1,TRUE,100,0.35
YCR032W,2167,4.23,26.1,0.162068965517241,NA,FALSE,NA,NA
YCR033W,1226,15.01,50.66,0.296288985392815,NA,FALSE,NA,NA
YCR034W,347,214.61,234.02,0.917058371079395,-6.2,TRUE,27,0.37037037037037
YCR035C,394,62.19,62.58,0.993767976989454,-5.7,TRUE,8,0.625
YCR036W,333,68.78,75.52,0.910752118644068,NA,FALSE,NA,NA
YCR037C,923,7.95,36.15,0.219917012448133,NA,FALSE,NA,NA
YCR042C,1407,24.38,41.17,0.592178770949721,-9.7,TRUE,24,0.333333333333333
YCR043C,127,163.81,156.56,1.04630812468063,-9.7,TRUE,34,0.382352941176471
YCR044C,357,46.82,76.65,0.610828440965427,-14,TRUE,13,0.384615384615385
YCR046C,169,97.38,100.18,0.972050309443003,-21.4,TRUE,7,0.714285714285714
YCR047C,275,89.69,56.02,1.60103534451981,NA,FALSE,NA,NA
YCR048W,610,47.98,84.8,0.565801886792453,-12.1,TRUE,53,0.415094339622642
YCR051W,222,186.08,152.08,1.22356654392425,-10.9,TRUE,10,0.5
YCR052W,483,71.44,90.99,0.785141224310364,-13.6,TRUE,34,0.382352941176471
YCR053W,514,629.82,504.79,1.2476871570356,-2.6,TRUE,42,0.380952380952381
YCR054C,563,21.22,26.92,0.788261515601783,NA,FALSE,NA,NA
YCR057C,923,65.73,104.19,0.630866685862367,-6,TRUE,63,0.412698412698413
YCR059C,258,44.55,80.88,0.550816023738872,NA,FALSE,NA,NA
YCR060W,111,78.86,82.03,0.961355601609167,-9.5,TRUE,14,0.357142857142857
YCR061W,631,74.14,59.35,1.24919966301601,NA,FALSE,NA,NA
YCR063W,157,25.5,24.14,1.05633802816901,-2.8,TRUE,39,0.41025641025641
YCR065W,564,35.6,59.25,0.60084388185654,NA,FALSE,NA,NA
YCR066W,487,6.45,10.31,0.62560620756547,NA,FALSE,NA,NA
YCR067C,1065,44.03,64.23,0.685505215631325,-10.9,TRUE,120,0.358333333333333
YCR068W,520,14.04,32.94,0.426229508196721,NA,FALSE,NA,NA
YCR069W,318,78.42,97.19,0.806873135096203,NA,FALSE,NA,NA
YCR071C,146,74.95,67.08,1.11732259988074,-10.7,TRUE,23,0.347826086956522
YCR072C,515,67.8,59.15,1.14623837700761,NA,FALSE,NA,NA
YCR073C,1331,2.07,12.02,0.172212978369384,NA,FALSE,NA,NA
YCR073WA,315,81.39,72.18,1.12759767248545,NA,FALSE,NA,NA
YCR075C,260,19.49,34.45,0.565747460087083,NA,FALSE,NA,NA
YCR075WA,75,103.32,69.56,1.48533640023002,NA,FALSE,NA,NA
YCR076C,250,34.05,32.48,1.04833743842365,NA,FALSE,NA,NA
YCR077C,796,93.35,123.41,0.756421683818167,NA,FALSE,NA,NA
YCR079W,442,4.03,17.59,0.229107447413303,-23.6,TRUE,2,1
YCR081W,1427,9.09,29.25,0.310769230769231,NA,FALSE,NA,NA
YCR082W,128,175.59,248.77,0.705832696868594,NA,FALSE,NA,NA
YCR083W,127,103.31,105.41,0.980077791480884,-14,TRUE,36,0.416666666666667
YCR084C,713,130.08,183.33,0.709540173457699,-9.8,TRUE,174,0.385057471264368
YCR086W,190,40.85,25.9,1.57722007722008,NA,FALSE,NA,NA
YCR087CA,153,174.34,110.65,1.57559873474921,NA,FALSE,NA,NA
YCR088W,592,427.04,253.14,1.68697163624872,NA,FALSE,NA,NA
YCR089W,1609,1.52,12.91,0.117738187451588,NA,FALSE,NA,NA
YCR090C,182,110.68,118.17,0.936616738596937,NA,FALSE,NA,NA
YCR091W,720,4.69,9.02,0.519955654101996,NA,FALSE,NA,NA
YCR092C,1018,14.94,26.69,0.559760209816411,-13,TRUE,37,0.405405405405405
YCR093W,2108,58.41,139.22,0.41955178853613,-7.9,TRUE,31,0.419354838709677
YCR094W,391,48.25,68.1,0.708516886930984,-9.7,TRUE,64,0.40625
YCR095C,362,20.37,36.16,0.563329646017699,NA,FALSE,NA,NA
YCR097W,126,116.93,132.41,0.883090401027113,NA,FALSE,NA,NA
YCR106W,832,3.58,18.99,0.188520273828331,-9.7,TRUE,2,1
YDL001W,430,23.63,24.95,0.947094188376754,-6.2,TRUE,79,0.367088607594937
YDL002C,203,68.68,51.4,1.33618677042802,NA,FALSE,NA,NA
YDL003W,566,54.88,53.74,1.02121324897655,NA,FALSE,NA,NA
YDL004W,160,360.07,248.23,1.45054989324417,-10.9,TRUE,44,0.363636363636364
YDL005C,431,29.69,44.31,0.670051907018732,-7.8,TRUE,16,0.3125
YDL006W,281,47.15,52.72,0.894347496206373,NA,FALSE,NA,NA
YDL007W,437,267.63,192.02,1.39376106655557,-5.6,TRUE,23,0.347826086956522
YDL008W,165,47.67,59.65,0.799161777032691,-10.3,TRUE,1,1
YDL010W,231,55.39,42.4,1.3063679245283,NA,FALSE,NA,NA
YDL012C,107,215.99,73.13,2.95350745248188,-3.5,TRUE,18,0.277777777777778
YDL013W,619,14.89,29.58,0.503380662609872,NA,FALSE,NA,NA
YDL014W,327,1115.15,583.66,1.91061576945482,NA,FALSE,NA,NA
YDL015C,310,271.56,243.38,1.11578601364122,-5.2,TRUE,54,0.407407407407407
YDL017W,507,14.62,18.15,0.805509641873278,-2.4,TRUE,24,0.333333333333333
YDL018C,225,62.23,68.46,0.908997955010225,NA,FALSE,NA,NA
YDL019C,1283,34.66,67.09,0.516619466388433,NA,FALSE,NA,NA
YDL020C,531,66.55,90.64,0.734223300970874,NA,FALSE,NA,NA
YDL021W,311,21.5,23.26,0.924333619948409,NA,FALSE,NA,NA
YDL022W,391,390.7,235.25,1.66078639744952,-2.1,TRUE,66,0.393939393939394
YDL025C,620,13.1,29.37,0.446033367381682,NA,FALSE,NA,NA
YDL027C,420,11.12,26.83,0.414461423779351,NA,FALSE,NA,NA
YDL028C,764,13.37,31.63,0.422699968384445,NA,FALSE,NA,NA
YDL029W,391,227.51,275.66,0.825328302981934,-7,TRUE,21,0.333333333333333
YDL030W,530,18.67,25.35,0.736489151873767,-16.1,TRUE,80,0.375
YDL031W,995,73.24,99.77,0.734088403327654,NA,FALSE,NA,NA
YDL033C,417,7.43,20.65,0.359806295399516,NA,FALSE,NA,NA
YDL035C,961,14.62,47.12,0.310271646859083,NA,FALSE,NA,NA
YDL036C,462,17.01,33.24,0.51173285198556,-8.6,TRUE,30,0.4
YDL040C,854,133.23,183.38,0.726524157487185,-8.2,TRUE,28,0.392857142857143
YDL042C,562,18.75,30.83,0.60817385663315,-8.8,TRUE,61,0.409836065573771
YDL043C,266,45.94,30.53,1.50474942679332,NA,FALSE,NA,NA
YDL044C,440,17.02,20.58,0.827016520894072,-3.6,TRUE,26,0.384615384615385
YDL045C,306,27.67,30.88,0.896049222797928,NA,FALSE,NA,NA
YDL045WA,95,137.49,91.7,1.49934569247546,-6,TRUE,45,0.377777777777778
YDL046W,173,258.34,187.47,1.37803381874433,-6.5,TRUE,96,0.364583333333333
YDL047W,311,79.25,84.19,0.941323197529398,-4.7,TRUE,206,0.378640776699029
YDL048C,490,2.21,3.41,0.648093841642229,-8.6,TRUE,51,0.411764705882353
YDL051W,275,318.98,314.44,1.01443836662002,-2.9,TRUE,24,0.333333333333333
YDL052C,303,130.8,157.23,0.83190230871971,-3.6,TRUE,53,0.415094339622642
YDL053C,185,139,104.55,1.32950741272119,NA,FALSE,NA,NA
YDL054C,486,21.42,26.84,0.79806259314456,-2.2,TRUE,61,0.409836065573771
YDL055C,361,2367.64,1829.69,1.29401155386978,-4,TRUE,150,0.353333333333333
YDL056W,833,18.46,34.33,0.537722108942616,-6.7,TRUE,116,0.353448275862069
YDL057W,328,14.4,15.3,0.941176470588235,-1.7,TRUE,48,0.395833333333333
YDL058W,1790,43.63,86.8,0.502649769585254,NA,FALSE,NA,NA
YDL059C,238,13.01,15.92,0.817211055276382,NA,FALSE,NA,NA
YDL060W,788,70.19,88.44,0.793645409317051,-5.2,TRUE,21,0.333333333333333
YDL063C,620,45.12,76.52,0.589649764767381,-8.7,TRUE,47,0.382978723404255
YDL064W,157,236.59,178.05,1.32878404942432,-11.4,TRUE,41,0.390243902439024
YDL065C,342,87.96,54.83,1.60423126025898,-2.3,TRUE,42,0.380952380952381
YDL066W,428,349.08,376.01,0.928379564373288,NA,FALSE,NA,NA
YDL067C,59,518.98,213.54,2.4303643345509,-4.8,TRUE,47,0.382978723404255
YDL069C,229,6.45,15.26,0.422673656618611,NA,FALSE,NA,NA
YDL070W,638,63.08,134.61,0.468613030235495,NA,FALSE,NA,NA
YDL072C,203,230.41,216.26,1.06543050032368,-5.6,TRUE,64,0.40625
YDL073W,984,8.63,41.06,0.210180224062348,-5.2,TRUE,181,0.392265193370166
YDL074C,700,46.7,93.37,0.500160651172754,NA,FALSE,NA,NA
YDL075W,113,6544.31,4109.69,1.59240964646969,-4.8,TRUE,32,0.40625
YDL076C,294,38.35,44.86,0.854881854658939,NA,FALSE,NA,NA
YDL077C,1049,11.47,31.15,0.368218298555377,NA,FALSE,NA,NA
YDL078C,343,212.98,161.28,1.32056051587302,-4.9,TRUE,73,0.383561643835616
YDL080C,609,5.95,23.6,0.252118644067797,-9.9,TRUE,149,0.355704697986577
YDL081C,106,5156.17,3789.11,1.36078656993331,-6.5,TRUE,75,0.373333333333333
YDL084W,446,961.28,959.37,1.0019908898548,-8,TRUE,117,0.35042735042735
YDL085CA,68,306.42,161.4,1.89851301115242,-5.3,TRUE,60,0.4
YDL086W,273,147.78,142.96,1.03371572467823,-9.7,TRUE,6,0.666666666666667
YDL087C,261,19.51,26.4,0.739015151515152,NA,FALSE,NA,NA
YDL088C,528,33.32,55.09,0.604828462515883,NA,FALSE,NA,NA
YDL089W,484,18.09,34.06,0.53112155020552,-9.5,TRUE,132,0.348484848484849
YDL090C,431,22.46,33.91,0.662341492185196,NA,FALSE,NA,NA
YDL091C,455,14.2,24.23,0.586050350804787,NA,FALSE,NA,NA
YDL092W,146,207.37,140.9,1.47175301632363,-7.9,TRUE,24,0.333333333333333
YDL093W,743,30.04,46.7,0.643254817987152,-15.5,TRUE,30,0.4
YDL095W,817,227.7,321.62,0.707978359554754,-10.4,TRUE,31,0.419354838709677
YDL097C,434,248.86,212.4,1.17165725047081,NA,FALSE,NA,NA
YDL098C,194,29.72,37.04,0.802375809935205,-11.3,TRUE,11,0.454545454545455
YDL099W,341,87.12,56.29,1.54769941375022,NA,FALSE,NA,NA
YDL100C,354,484.32,439.6,1.101728844404,-4.4,TRUE,37,0.405405405405405
YDL101C,513,25.2,36.84,0.684039087947883,-1.7,TRUE,62,0.403225806451613
YDL102W,1097,33.59,40.92,0.820869990224829,NA,FALSE,NA,NA
YDL103C,477,109.67,85.95,1.27597440372309,-5.4,TRUE,20,0.3
YDL104C,407,6.8,8.83,0.770101925254813,NA,FALSE,NA,NA
YDL105W,402,9.38,16.65,0.563363363363363,NA,FALSE,NA,NA
YDL106C,559,25.95,27.12,0.956858407079646,NA,FALSE,NA,NA
YDL107W,351,13.09,19.35,0.676485788113695,NA,FALSE,NA,NA
YDL108W,306,34.75,34.9,0.995702005730659,-13.4,TRUE,24,0.333333333333333
YDL109C,647,1.17,13.77,0.0849673202614379,NA,FALSE,NA,NA
YDL110C,150,88.72,51.18,1.73348964439234,NA,FALSE,NA,NA
YDL111C,265,62.13,86.36,0.71943029180176,-12,TRUE,68,0.382352941176471
YDL112W,1436,45.18,84.21,0.536515853224083,-9.2,TRUE,46,0.391304347826087
YDL113C,640,16.6,32.53,0.510298186289579,-13.5,TRUE,71,0.394366197183099
YDL115C,353,32.05,26.63,1.20352985354863,-5.7,TRUE,17,0.294117647058824
YDL116W,726,42.48,65.08,0.652735095267363,NA,FALSE,NA,NA
YDL117W,885,21,54.5,0.385321100917431,-4.2,TRUE,298,0.389261744966443
YDL119C,307,18.42,18.6,0.990322580645161,NA,FALSE,NA,NA
YDL120W,174,114.05,118.23,0.964645183117652,-4.9,TRUE,81,0.37037037037037
YDL121C,149,145.84,168.45,0.865776194716533,-5.3,TRUE,12,0.416666666666667
YDL122W,809,48.04,97.09,0.494798640436708,NA,FALSE,NA,NA
YDL123W,140,33.55,27.42,1.2235594456601,-10.1,TRUE,14,0.357142857142857
YDL124W,312,329.31,274.31,1.20050308045642,NA,FALSE,NA,NA
YDL125C,158,624.37,421.76,1.48039169195751,NA,FALSE,NA,NA
YDL126C,835,862.03,771.65,1.11712563986263,-11.3,TRUE,51,0.411764705882353
YDL127W,308,25.77,36.43,0.707384024155916,-7.5,TRUE,72,0.388888888888889
YDL128W,411,95.85,115.67,0.828650471167978,NA,FALSE,NA,NA
YDL129W,291,11.73,18.1,0.648066298342541,NA,FALSE,NA,NA
YDL130W,106,4415.3,3547.21,1.24472472732091,-7.2,TRUE,18,0.277777777777778
YDL130WA,86,157,66.96,2.34468339307049,-1.2,TRUE,66,0.393939393939394
YDL132W,815,60.58,98.61,0.614339316499341,NA,FALSE,NA,NA
YDL133W,437,12.35,34.24,0.360689252336449,NA,FALSE,NA,NA
YDL135C,202,265.61,159.1,1.66945317410434,-7.4,TRUE,85,0.376470588235294
YDL138W,763,2.95,17.35,0.170028818443804,NA,FALSE,NA,NA
YDL139C,223,17.4,13.9,1.25179856115108,NA,FALSE,NA,NA
YDL140C,1733,143.84,271.49,0.529816936167078,NA,FALSE,NA,NA
YDL141W,690,38.52,66.76,0.576992210904733,NA,FALSE,NA,NA
YDL142C,283,18.89,21.91,0.862163395709722,NA,FALSE,NA,NA
YDL143W,528,238.02,292.03,0.815053247953977,-12.1,TRUE,36,0.416666666666667
YDL144C,356,55.45,71.61,0.774333193688032,NA,FALSE,NA,NA
YDL145C,1201,207.64,347.74,0.59711278541439,NA,FALSE,NA,NA
YDL146W,491,8.93,27.97,0.319270647121916,-1,TRUE,184,0.385869565217391
YDL147W,445,243.12,217.54,1.11758757010205,-6.8,TRUE,60,0.4
YDL148C,810,78.58,78.32,1.00331971399387,-8,TRUE,31,0.419354838709677
YDL149W,997,4.83,10.56,0.457386363636364,NA,FALSE,NA,NA
YDL150W,422,55.16,63.09,0.874306546203836,-5.6,TRUE,112,0.339285714285714
YDL153C,610,102.77,58.33,1.76187210697754,-11,TRUE,27,0.37037037037037
YDL154W,901,0.78,11.14,0.0700179533213645,NA,FALSE,NA,NA
YDL155W,427,29.04,58.67,0.494971876597921,NA,FALSE,NA,NA
YDL156W,522,16.83,22.34,0.753357206803939,NA,FALSE,NA,NA
YDL157C,118,251.8,215.63,1.16774103788898,NA,FALSE,NA,NA
YDL159W,515,16.25,24.18,0.672043010752688,NA,FALSE,NA,NA
YDL160C,506,344.77,239.75,1.43803962460897,NA,FALSE,NA,NA
YDL160CA,80,71.43,46.14,1.5481144343303,-6.6,TRUE,23,0.347826086956522
YDL161W,454,81.19,57.02,1.42388635566468,-7.7,TRUE,17,0.294117647058824
YDL164C,755,31.33,39.89,0.785409877162196,NA,FALSE,NA,NA
YDL165W,191,94.27,72.41,1.30189200386687,-5.2,TRUE,50,0.42
YDL166C,197,129.88,73.45,1.76827773995916,-4.5,TRUE,55,0.4
YDL167C,719,38.21,72.97,0.52363985199397,NA,FALSE,NA,NA
YDL168W,386,194.25,109.27,1.7777065983344,-7,TRUE,34,0.382352941176471
YDL170W,528,8.34,18.83,0.442910249601699,NA,FALSE,NA,NA
YDL171C,2145,130.36,252.34,0.51660458112071,NA,FALSE,NA,NA
YDL173W,295,109.44,108.11,1.01230228471002,NA,FALSE,NA,NA
YDL174C,587,36.58,64.64,0.565903465346535,-15.4,TRUE,29,0.379310344827586
YDL175C,344,29.25,29.04,1.00723140495868,NA,FALSE,NA,NA
YDL176W,708,5.71,20.37,0.280314187530682,NA,FALSE,NA,NA
YDL177C,170,16.43,26.34,0.623766135155657,NA,FALSE,NA,NA
YDL178W,530,57.82,62.96,0.918360864040661,-10.2,TRUE,18,0.277777777777778
YDL179W,304,32.57,35.78,0.910285075461151,-7.2,TRUE,96,0.364583333333333
YDL180W,547,13.08,25.1,0.521115537848606,NA,FALSE,NA,NA
YDL181W,85,105.04,43.43,2.41860465116279,-9.3,TRUE,164,0.378048780487805
YDL183C,320,6.88,7.69,0.894668400520156,-5.8,TRUE,70,0.385714285714286
YDL185W,1071,1075.16,1078.55,0.996856891196514,NA,FALSE,NA,NA
YDL189W,457,39.94,64.08,0.623283395755306,-18.1,TRUE,194,0.381443298969072
YDL190C,961,46.73,70.57,0.662179396344056,NA,FALSE,NA,NA
YDL192W,181,1202.67,1175.73,1.02291342400041,-9.5,TRUE,44,0.363636363636364
YDL193W,375,77.39,77.56,0.99780814853017,NA,FALSE,NA,NA
YDL194W,884,2.67,10.97,0.243391066545123,NA,FALSE,NA,NA
YDL195W,1273,174.22,225.32,0.77321143262915,-8.4,TRUE,120,0.358333333333333
YDL197C,525,4.54,27,0.168148148148148,-19.6,TRUE,15,0.333333333333333
YDL198C,300,68.53,58.4,1.17345890410959,NA,FALSE,NA,NA
YDL199C,687,4.02,8.02,0.501246882793017,-7.3,TRUE,70,0.385714285714286
